CPM,CHANNEL_NAME,DATE,VIEWS
3.08,SchoolScalping,2025-09-19,
10.0,Sciencely,2025-05-26,
31.1,Scroodge_Binary,2025-09-09,
86.25,Scroodge_Binary,2025-10-02,
50.5,Scroodge_Binary,2025-10-08,
25.0,Scroodge_Binary,2025-11-10,
25.0,Scroodge_Binary,2025-11-10,
25.0,Scroodge_Binary,2025-11-10,
25.0,Scroodge_Binary,2025-11-10,
41.0,Scroodge_Binary,2025-11-14,
41.0,Scroodge_Binary,2025-11-14,
41.0,Scroodge_Binary,2025-11-14,
41.0,Scroodge_Binary,2025-11-14,
32.0,Scroodge_Binary,2025-11-14,
32.0,Scroodge_Binary,2025-11-14,
41.0,Scroodge_Binary,2025-11-14,
15.0,Scroodge_Binary,2025-11-21,
21.0,Scroodge_Binary,2025-11-21,
15.0,Scroodge_Binary,2025-11-22,
20.0,Scroodge_Binary,2025-11-22,
41.83,Scroodge_Binary,2025-11-25,
91.9,Scroodge_Binary,2025-12-02,
40.0,Scroodge_Binary,2025-12-13,
40.0,Scroodge_Binary,2025-12-13,
9.61,Seda_Kasparova_news,2025-11-03,
9.41,Seda_Kasparova_news,2025-11-03,
3.13,Seda_Kasparova_news,2025-11-18,
3.13,Seda_Kasparova_news,2025-11-18,
3.13,Seda_Kasparova_news,2025-11-18,
3.13,Seda_Kasparova_news,2025-11-18,
6.7,Sekret_KraudFandinga,2025-09-02,
9.54,Semenenko_Dmitriy,2025-10-03,
9.54,Semenenko_Dmitriy,2025-10-03,
8.45,Semenenko_Dmitriy,2025-10-07,
9.54,Semenenko_Dmitriy,2025-12-03,
3.8,Semyannikov,2025-06-11,
11.28,Semyannikov,2025-08-06,
2.2,SenyaRazbor,2025-09-09,
1.8,SenyaRazbor,2025-09-17,
3.0,SenyaRazbor,2025-10-10,
3.0,SenyaRazbor,2025-10-11,
2.0,SerCryptoSC,2025-09-17,
4.12,SerCryptoSC,2025-09-17,
6.89,SerCryptoSC,2025-09-17,
3.83,SerCryptoSC,2025-09-17,
5.51,SerCryptoSC,2025-09-18,
8.96,SerCryptoSC,2025-09-18,
4.59,SerCryptoSC,2025-09-18,
8.4,SerCryptoSC,2025-09-18,
6.82,SerCryptoSC,2025-09-18,
4.4,SerCryptoSC,2025-09-19,
4.2,SerCryptoSC,2025-09-19,
2.21,SerCryptoSC,2025-09-29,
1.8,Seregaperekup59,2025-08-07,
1.8,Seregaperekup59,2025-08-29,
1.8,Seregaperekup59,2025-09-09,
1.8,Seregaperekup59,2025-09-17,
13.6,SergDegtyarev,2025-11-27,
3.0,SergeyPorvatkin,2025-06-11,
17.41,Shanglu_mp,2025-10-06,
7.09,SharkInv,2025-07-03,
7.09,SharkInv,2025-07-03,
7.09,SharkInv,2025-07-03,
7.09,SharkInv,2025-07-03,
1.8,SharksBz,2025-07-28,
2.0,SharksBz,2025-09-30,
12.01,SheLkovyi_Road_VED,2025-09-14,
2.2,Shortlist_Official,2025-09-11,
64.25,ShumilovPavel,2025-10-28,
8.01,ShumilovPavel,2025-11-02,
6.0,ShumilovPavel,2025-11-05,
2.1,Si_Sokol,2025-10-09,
3.3,Si_Sokol,2025-10-09,
2.5,Si_Sokol,2025-10-09,
2.5,Si_Sokol,2025-10-09,
1.9,Si_Sokol,2025-10-09,
3.3,Si_Sokol,2025-10-09,
4.0,Si_Sokol,2025-10-09,
4.0,Si_Sokol,2025-10-09,
4.0,Si_Sokol,2025-10-09,
3.3,Si_Sokol,2025-10-09,
3.24,SilaSlov,2025-11-26,
6.5,SilaTarot,2025-10-27,
4.7,SimpleInvestorOfficial,2025-06-20,
15.8,SimpleInvestorOfficial,2025-08-03,
3.0,SinelnikovChanel,2025-04-23,
15.1,SiriusTradingCompany,2025-09-19,
18.65,SiriusTradingCompany,2025-09-19,
2.2,SkiTTLis_Public,2025-09-23,
2.2,SkiTTLis_Public,2025-09-23,
3.0,SkiTTLis_Public,2025-10-01,
3.0,SkiTTLis_Public,2025-10-08,
5.0,SkiTTLis_Public,2025-11-07,
10.0,Skysmart_for_parents,2025-06-23,
7.13,Skysmart_for_parents,2025-08-03,
10.0,Skysmart_for_parents,2025-10-09,
2.0,Slavik_investor_updates,2025-09-17,
4.0,Slavik_investor_updates,2025-09-17,
4.0,Slavik_investor_updates,2025-09-19,
18.75,Slavik_investor_updates,2025-10-28,
8.0,Slim_for_life,2025-07-21,
12.5,SmartStudentsLive,2025-09-06,
10.5,SmartStudentsLive,2025-09-15,
12.5,SmartStudentsLive,2025-10-09,
5.95,SmartStudentsLive,2025-10-14,
12.5,SmartStudentsLive,2025-11-11,
21.5,SmartStudentsLive,2025-11-27,
16.4,SmartStudentsLive,2025-12-07,
12.8,SmartStudentsLive,2025-12-15,
20.0,SmerkisCrypto,2025-07-30,
20.0,SmerkisCrypto,2025-11-12,
3.11,SmolyakovAtlant,2025-12-03,
2.41,Social_engineering,2025-11-26,
7.74,Sojko_invest_Blog,2025-09-02,
6.7,Sojko_invest_Blog,2025-09-02,
6.25,SolomonTrade,2025-08-25,
1.8,SolovievLive,2025-10-24,
3.0,Space_of_cars,2025-08-12,
5.0,SpanishBureau,2025-10-11,
9.0,SpartaBTC_1318,2025-09-16,
2.0,SpartaBTC_1318,2025-09-17,
2.04,SpartaBTC_1318,2025-09-17,
2.0,SpartaBTC_1318,2025-09-19,
138.76,Splinter_Life2,2025-09-18,
8.1,SpreadMaker,2025-09-19,
10.31,SpreadMaker,2025-09-19,
18.17,SpreadMaker,2025-09-19,
6.83,SpreadMaker,2025-09-29,
25.37,SpreadMaker,2025-10-08,
11.04,SpreadMaker,2025-12-13,
2.0,StandRiseTg,2025-12-10,
4.0,Stella_italiana,2025-09-25,
2.6,Stella_italiana,2025-10-07,
2.1,Stella_italiana,2025-10-07,
2.6,Stella_italiana,2025-10-07,
2.5,Stella_italiana,2025-10-07,
2.0,Stella_italiana,2025-10-09,
2.0,Stella_italiana,2025-10-09,
3.9,Stella_italiana,2025-10-09,
1.9,Stella_italiana,2025-10-09,
2.3,Stella_italiana,2025-10-09,
2.6,Stella_italiana,2025-10-09,
2.7,Stella_italiana,2025-10-09,
2.5,Stella_italiana,2025-10-09,
3.2,Stella_italiana,2025-10-09,
3.3,Stella_italiana,2025-10-09,
6.7,StockMarketManipulator,2025-09-02,
9.5,StockMarketManipulator,2025-09-11,
5.29,StockMarketManipulator,2025-09-18,
2.0,StockMarketManipulator,2025-09-23,
10.0,StockMarketManipulator,2025-11-05,
8.0,Stock_News100,2025-11-05,
4.04,StoryTrueBuisness,2025-10-01,
10.8,StoryTrueBuisness,2025-11-27,
19.0,StradeMoneyy,2025-07-12,
30.0,StradeMoneyy,2025-08-25,
23.6,StradeMoneyy,2025-09-05,
5.0,StreamNitro,2025-11-07,
2.24,Strekalovsky,2025-12-07,
2.54,Strekalovsky,2025-12-10,
2.1,Strekalovsky,2025-12-13,
2.1,Strekalovsky,2025-12-13,
4.24,SuccessFactorAlergushEleonora,2025-12-15,
2.0,Surgut_svet,2025-09-24,
2.0,Surgut_svet,2025-09-24,
1.8,Surgut_svet,2025-09-24,
2.63,SvetaFXTradingBlog,2025-09-19,
5.81,SvetaFXTradingBlog,2025-11-17,
3.24,SvetlanaKomarovaPro,2025-11-30,
2.0,SweetCar,2025-11-17,
7.8,Syaber,2025-09-02,
2.41,SysadminNotes,2025-11-26,
4.4,TEST_INDIKATOR,2025-09-17,
6.45,TEST_INDIKATOR,2025-09-19,
5.04,TEST_INDIKATOR,2025-09-19,
20.73,TEST_INDIKATOR,2025-11-17,
20.11,TEST_INDIKATOR,2025-11-21,
20.0,TEST_INDIKATOR,2025-11-22,
43.92,TEST_INDIKATOR,2025-11-25,
38.59,TEST_INDIKATOR,2025-12-02,
2.05,TFKavto,2025-12-07,
2.24,TFKavto,2025-12-07,
2.1,TFKavto,2025-12-13,
2.1,TFKavto,2025-12-13,
4.21,TGDronova,2025-09-04,
2.2,THE_THAILAND,2025-10-21,
10.0,TONPOINTER,2025-09-19,
10.0,TONPOINTER,2025-09-24,
6.7,TON_ins_ru,2025-09-01,
29.26,TON_ins_ru,2025-09-08,
20.5,TON_ins_ru,2025-09-10,
2.6,TON_ins_ru,2025-09-30,
68.0,TON_ins_ru,2025-10-03,
14.1,TON_ins_ru,2025-11-18,
3.0,TOP_SIBERIAN_CARS1,2025-10-26,
2.52,TOP_SIBERIAN_CARS1,2025-11-06,
2.04,TOP_SIBERIAN_CARS1,2025-11-13,
14.6,TRADENJOY,2025-08-03,
25.0,TRADENJOY,2025-08-26,
3.33,TRADENJOY,2025-08-29,
2.53,TRADENJOY,2025-09-17,
5.54,TRADENJOY,2025-09-17,
4.59,TRADENJOY,2025-09-17,
4.24,TRADENJOY,2025-09-19,
2.48,TRADENJOY,2025-09-19,
26.25,TRADENJOY,2025-10-02,
21.5,TRADENJOY,2025-10-08,
36.33,TRADER_ALI777,2025-12-02,
1.8,TSD_PRO,2025-08-07,
1.8,TSD_PRO,2025-11-25,
4.0,TSLab_Trading,2025-09-10,
2.2,TSLab_Trading,2025-09-11,
10.0,TTC_Main,2025-09-24,
18.0,TTinvestment,2025-09-09,
59.06,TTinvestment,2025-09-16,
112.5,TTinvestment,2025-09-16,
120.61,TTinvestment,2025-09-16,
31.43,TTinvestment,2025-09-17,
179.39,TTinvestment,2025-09-17,
156.3,TTinvestment,2025-09-17,
156.3,TTinvestment,2025-09-18,
174.17,TTinvestment,2025-09-18,
156.3,TTinvestment,2025-09-18,
156.3,TTinvestment,2025-09-18,
92.35,TTinvestment,2025-09-18,
18.33,TTinvestment,2025-09-19,
72.77,TTinvestment,2025-09-19,
28.58,TTinvestment,2025-09-23,
50.18,TTinvestment,2025-09-23,
2.6,TVS_TEAM,2025-09-30,
2.0,Ta_ftt,2025-09-17,
3.02,Ta_ftt,2025-09-17,
3.17,Ta_ftt,2025-09-18,
2.4,Ta_ftt,2025-09-18,
3.02,Ta_ftt,2025-09-19,
3.1,Ta_ftt,2025-11-26,
2.08,Ta_ftt,2025-12-04,
2.65,Ta_ftt,2025-12-04,
9.84,TacticsofCrypto,2025-09-04,
1.8,TamSyam26,2025-08-12,
3.0,TamSyam26,2025-08-20,
3.0,TamSyam26,2025-08-22,
1.8,TamSyam26,2025-08-30,
3.0,TamSyam26,2025-09-09,
3.0,TamSyam26,2025-09-14,
3.27,TanyaSmolianinova,2025-10-07,
28.0,Tarasov_Trader,2025-09-16,
5.59,Tarasov_Trader,2025-11-18,
1.8,Tarogelani,2025-12-16,
3.13,TatFeodoridy,2025-11-18,
3.13,TatFeodoridy,2025-11-18,
3.13,TatFeodoridy,2025-11-18,
3.13,TatFeodoridy,2025-11-18,
6.2,TatFeodoridy,2025-12-04,
2.23,Tatiana_Ermakova_psy,2025-09-15,
2.03,Tatiana_Ermakova_psy,2025-09-15,
3.0,TaxiFaeton333,2025-08-29,
1.8,TaxiFaeton333,2025-08-29,
1.8,TaxiFaeton333,2025-09-09,
1.8,TaxiFaeton333,2025-09-17,
5.24,TcardCRYPTO,2025-09-17,
5.82,TcardCRYPTO,2025-09-17,
5.38,TcardCRYPTO,2025-09-19,
5.39,TcardCRYPTO,2025-09-19,
3.0,TechnarEGE,2025-08-13,
1.8,TentBest,2025-08-29,
2.6,TentBest,2025-09-09,
1.8,TentBest,2025-09-17,
20.25,TerritoryofTrading,2025-10-06,
28.75,TerritoryofTrading,2025-10-08,
12.09,TerritoryofTrading,2025-11-17,
2.17,Thailand_Real,2025-08-04,
1.8,TheBadComedian,2025-10-29,
9.0,TheBalitskaya,2025-05-11,
4.53,TheKryptonit,2025-08-31,
2.25,TheLenaTimes,2025-08-28,
5.0,TheLenaTimes,2025-09-25,
4.65,TheLenaTimes,2025-10-02,
5.2,TheLenaTimes,2025-10-07,
10.0,TheProjectLife,2025-06-03,
2.0,TheStratRu,2025-08-19,
2.85,TheStratRu,2025-08-21,
2.2,TheWide001,2025-09-23,
2.2,TheWide001,2025-09-23,
3.0,TheWide001,2025-10-01,
3.0,TheWide001,2025-10-08,
5.0,TheWide001,2025-11-07,
3.26,The_SmartTrading,2025-09-19,
2.0,The_SmartTrading,2025-09-19,
3.11,Thor_INV,2025-06-26,
7.79,Thor_INV,2025-12-04,
6.0,Thoughts_Shmlismlv,2025-11-05,
6.96,TickmillRu,2025-09-19,
5.14,TickmillRu,2025-09-19,
5.0,TimeCar125,2025-09-12,
3.0,Time_optom,2025-12-10,
1.8,Time_optom,2025-12-12,
1.8,Time_optom,2025-12-12,
1.8,Time_optom,2025-12-12,
6.0,Tlknvinvst,2025-11-03,
156.3,ToDoProject,2025-09-18,
156.3,ToDoProject,2025-09-18,
156.3,ToDoProject,2025-09-18,
92.35,ToDoProject,2025-09-18,
27.95,ToDoProject,2025-09-18,
13.62,ToDoProject,2025-09-19,
5.23,ToDoProject,2025-09-19,
26.59,ToDoProject,2025-09-23,
50.08,ToDoProject,2025-09-23,
25.34,ToDoProject,2025-11-18,
5.58,ToDoProject,2025-11-25,
2.0,TochkiNadAI,2025-11-14,
2.6,TonGuysNFT,2025-09-30,
9.3,TonTraderCrypto_ru,2025-09-18,
5.99,TonTraderCrypto_ru,2025-09-29,
31.0,TonTraderCrypto_ru,2025-11-14,
2.6,TopAutoExport,2025-08-20,
3.0,TopAutoExport,2025-08-22,
1.8,TopAutoExport,2025-08-30,
3.0,TopAutoExport,2025-09-09,
3.0,TopAutoExport,2025-09-14,
5.19,TopAutoExport,2025-09-15,
3.59,TopAutoExport,2025-10-10,
8.0,TopAutoExport,2025-10-14,
2.6,TopAutoExport,2025-11-13,
4.2,TopAutoExport,2025-11-13,
4.2,TopAutoExport,2025-11-13,
4.2,TopAutoExport,2025-11-17,
2.9,TopAutoExport,2025-11-26,
8.0,TopAutoExport,2025-12-01,
3.0,TopAvtoImport,2025-07-29,
3.0,TopAvtoImport,2025-07-29,
1.8,TopAvtoImport,2025-08-07,
1.8,TopAvtoImport,2025-08-07,
1.8,TopAvtoImport,2025-08-12,
2.3,TopAvtoImport,2025-08-20,
3.0,TopAvtoImport,2025-08-22,
1.8,TopAvtoImport,2025-08-30,
1.8,TopAvtoImport,2025-08-30,
2.6,TopAvtoImport,2025-09-09,
2.6,TopAvtoImport,2025-09-14,
2.9,TopAvtoImport,2025-11-26,
2.0,TopCarsPerm,2025-08-12,
14.73,TopTrading124,2025-11-22,
12.11,TopTrading124,2025-11-22,
20.0,TopTrading124,2025-11-22,
56.06,TopTrading124,2025-11-25,
56.46,TopTrading124,2025-12-02,
18.17,TopTrading124,2025-12-13,
12.0,TorbosovLife,2025-10-28,
10.81,TorbosovLife,2025-11-03,
11.21,TorbosovLife,2025-11-03,
13.05,TorbosovLife,2025-11-05,
13.75,TorbosovLife,2025-11-05,
12.0,TorbosovLife,2025-11-07,
8.01,TorbosovLife,2025-11-07,
19.0,TorbosovLife,2025-11-14,
10.2,TorbosovLife,2025-11-27,
5.54,TorbosovLife,2025-12-03,
8.01,TotSamyiKogan,2025-11-02,
4.41,ToxicAlt1,2025-09-19,
2.0,ToxicAlt1,2025-09-19,
25.0,ToxicAlt1,2025-11-14,
1.99,TradeBro99,2025-11-22,
4.57,TradeBro99,2025-11-22,
39.84,TradeBro99,2025-11-25,
209.37,TradeBro99,2025-12-02,
13.23,TradePSpro,2025-06-26,
4.0,TradeSharkX6,2025-09-10,
3.6,TradeZone_DOT,2025-09-11,
12.25,TradeZone_DOT,2025-10-13,
2.92,TradeZone_DOT,2025-11-17,
31.0,Trade_With_Pirate,2025-11-14,
20.06,Trade_With_Vector,2025-04-14,
25.52,Trade_With_Vector,2025-04-15,
18.05,Trade_With_Vector,2025-04-19,
10.77,Trade_With_Vector,2025-04-28,
3.0,Trade_in_rus,2025-08-22,
1.8,Trade_in_rus,2025-08-29,
1.8,Trade_in_rus,2025-08-29,
1.8,Trade_in_rus,2025-08-30,
1.8,Trade_in_rus,2025-09-09,
3.2,Trade_in_rus,2025-09-14,
5.0,Trade_in_rus,2025-09-22,
10.0,Trade_in_rus,2025-09-22,
2.5,Trade_in_rus,2025-12-08,
2.0,TraderTema,2025-07-03,
1.8,TraderWB,2025-07-04,
1.8,TraderWB,2025-07-24,
3.0,TraderWB,2025-08-14,
7.0,TraderWB,2025-08-20,
8.23,TraderWu,2025-08-31,
4.15,TraderWu,2025-09-08,
2.2,Trader_Smart_Money,2025-09-11,
5.24,Trader_Smart_Money,2025-09-17,
2.0,Trader_Smart_Money,2025-09-17,
9.13,Trader_Smart_Money,2025-09-19,
4.96,Trader_Smart_Money,2025-09-19,
848.62,Trader_trenda,2025-09-19,
18.28,Trader_trenda,2025-09-19,
208.83,Trader_trenda,2025-11-25,
209.37,Trader_trenda,2025-12-02,
8.14,Traders_life,2025-09-17,
7.68,Traders_life,2025-09-17,
12.47,Traders_life,2025-09-18,
12.47,Traders_life,2025-09-18,
8.15,Traders_life,2025-09-19,
6.26,Traders_life,2025-09-19,
47.75,Traders_life,2025-10-02,
8.0,Traderzi,2025-10-17,
1.98,TradingAndPsychology,2025-11-17,
2.2,Trading_Way_ru,2025-09-11,
11.06,Trafic_prodagi,2024-12-08,
8.25,TraidingBlackTurtle,2025-11-18,
2.6,Traidng_Lemon,2025-09-30,
14.88,Traidng_Lemon,2025-10-08,
29.25,Traidng_Lemon,2025-10-13,
3.75,Traiex_Announcements_ru,2025-10-15,
2.4,Traiex_Announcements_ru,2025-12-15,
18.52,TranioThailand,2025-07-27,
9.43,TranioThailand,2025-08-07,
29.13,TranioTurkey,2025-08-07,
1.8,Transitiontothe5D,2025-10-11,
1.8,Travelling_Tourist,2024-11-01,
15.2,TravelsBaby,2025-09-23,
381.75,Treiding_Obychenie,2025-10-13,
5.0,TribunaLMedia,2025-11-07,
5.0,TrueBusines,2025-12-03,
1.99,True_Millionare,2025-11-22,
1.99,True_Millionare,2025-11-22,
208.83,True_Millionare,2025-11-25,
4.65,TumaninaAnastasiya,2025-11-01,
1.8,Tumencev_125,2025-08-30,
1.8,Tumencev_125,2025-09-09,
3.0,Tumencev_125,2025-09-14,
3.1,Tumencev_125,2025-11-26,
2.7,Tumencev_125,2025-11-26,
2.7,Tumencev_125,2025-11-26,
2.9,Tumencev_125,2025-11-26,
2.7,Tumencev_125,2025-11-26,
2.9,Tumencev_125,2025-11-26,
4.0,Tumencev_125,2025-12-01,
2.9,Tumencev_125,2025-12-02,
3.6,TurboProxyVpn,2025-08-19,
4.2,TurboProxyVpn,2025-08-30,
6.19,TurboProxyVpn,2025-09-03,
2.0,TurboVpnOfficial_RU,2025-08-22,
4.2,TurboVpnOfficial_RU,2025-08-30,
5.6,TurboVpnOfficial_RU,2025-10-30,
3.6,TurboVpnOfficial_RU,2025-10-30,
4.6,TurboVpnOfficial_RU,2025-10-30,
6.0,Turetskaya,2025-09-29,
10.91,Turetskaya,2025-10-21,
3.0,TwelveNight1,2025-08-12,
4.0,UFirstKids,2025-06-23,
3.0,UhKiHiEpp6o4ZjNi,2025-11-24,
12.71,UrgentDropRU,2025-07-08,
23.0,UrgentDropRU,2025-08-27,
2.21,VEDpathway,2025-09-18,
5.1,VEDpathway,2025-11-08,
3.25,VENIVIDIVICIASHFXPRO,2025-10-08,
100.25,VENIVIDIVICIASHFXPRO,2025-10-28,
4.33,VENIVIDIVICIASHFXPRO,2025-11-17,
4.82,VENIVIDIVICIASHFXPRO,2025-11-25,
14.25,VICRYPTOS,2025-10-13,
23.25,VICRYPTOS,2025-10-13,
3.0,VK_cars,2025-08-07,
3.0,VK_cars,2025-08-07,
3.0,VK_cars,2025-08-07,
3.0,VK_cars,2025-08-12,
1.8,VK_cars,2025-08-20,
3.0,VK_cars,2025-08-30,
1.8,VK_cars,2025-08-30,
31.5,VK_cars,2025-09-03,
11.0,VK_cars,2025-10-08,
2.1,VORNY_MUSIC3,2025-07-03,
7.0,VPN_GROZA_NEWS,2025-08-31,
17.19,VPN_GROZA_NEWS,2025-09-03,
5.6,VPN_GROZA_NEWS,2025-10-30,
3.6,VPN_GROZA_NEWS,2025-10-30,
4.6,VPN_GROZA_NEWS,2025-10-30,
4.2,VPN_GROZA_VIDEO,2025-08-30,
7.0,VPN_RAKETA_NEWS,2025-08-31,
12.19,VPN_RAKETA_NEWS,2025-09-03,
5.6,VPN_RAKETA_NEWS,2025-10-30,
3.6,VPN_RAKETA_NEWS,2025-10-30,
4.6,VPN_RAKETA_NEWS,2025-10-30,
5.6,VPNsafeRu,2025-08-19,
21.6,VPNsafeRu,2025-08-19,
25.6,VPNsafeRu,2025-08-19,
15.2,VPNsafeRu,2025-08-19,
4.2,VPNsafeRu,2025-08-30,
27.5,Vakilova_ai,2025-10-27,
2.0,VasyaBTC,2025-09-17,
2.0,VasyaBTC,2025-09-17,
2.04,VasyaBTC,2025-09-19,
5.5,VedaCapital,2025-09-16,
13.25,VedaCapital,2025-10-06,
3.0,VelesAutoDV_salecar,2025-08-29,
1.8,VelesAutoDV_salecar,2025-08-29,
1.8,VelesAutoDV_salecar,2025-08-30,
1.8,VelesAutoDV_salecar,2025-08-31,
2.01,VelesAutoDV_salecar,2025-09-04,
2.6,VelesAutoDV_salecar,2025-09-09,
1.8,VelesAutoDV_salecar,2025-09-14,
2.0,VelesAutoDV_salecar,2025-09-19,
1.8,VelesAutoDV_salecar,2025-09-26,
4.0,VelesAutoDV_salecar,2025-10-08,
2.6,VelesAutoDV_salecar,2025-11-06,
3.5,VelesAutoDV_salecar,2025-11-06,
1.8,VelesAutoDV_salecar,2025-12-02,
18.33,VelesEducation,2025-08-29,
10.66,VelesEducation,2025-09-08,
14.5,VelesEducation,2025-09-10,
19.0,VelesEducation,2025-09-16,
6.43,VelesEducation,2025-09-16,
5.71,VelesEducation,2025-09-16,
5.45,VelesEducation,2025-09-17,
7.91,VelesEducation,2025-09-17,
89.45,VelesEducation,2025-09-17,
2.0,VelesEducation,2025-09-17,
2.0,VelesEducation,2025-09-17,
30.5,VelesEducation,2025-09-18,
72.0,VelesEducation,2025-09-18,
39.02,VelesEducation,2025-09-18,
31.23,VelesEducation,2025-09-18,
32.24,VelesEducation,2025-09-18,
14.72,VelesEducation,2025-09-19,
2.9,VelesEducation,2025-09-19,
22.75,VelesEducation,2025-10-06,
8.0,VenediktovMaksim,2025-11-14,
6.08,VenustradePro,2025-09-11,
7.79,VgBlogInvest,2025-12-04,
3.0,VibeLineage,2025-09-14,
2.2,VibeLineage,2025-09-23,
2.2,VibeLineage,2025-09-23,
31.0,Victor_MOC,2025-11-14,
4.85,Victoria_Alexeeva,2025-11-11,
2.1,Video_archive0508,2025-09-18,
2.24,Video_archive0508,2025-09-19,
2.0,Video_archive0508,2025-09-19,
33.75,VilarsoPro,2025-10-13,
26.61,VilarsoPro,2025-11-18,
20.0,VisaMasterCardRussia,2025-12-09,
4.42,VitoOri7,2025-10-22,
1.8,VladTD_official,2025-08-07,
1.8,VladTD_official,2025-08-12,
1.8,VladTD_official,2025-08-14,
1.8,VladTD_official,2025-08-30,
1.8,VladTD_official,2025-09-09,
1.8,VladTD_official,2025-09-17,
3.22,Vlad_pro_dengi,2025-11-17,
1.8,VladdilerRu,2025-07-29,
1.8,VladdilerRu,2025-08-07,
1.8,VladdilerRu,2025-08-11,
1.8,VladdilerRu,2025-08-14,
1.8,VladdilerRu,2025-08-20,
3.0,VladdilerRu,2025-08-29,
1.8,VladdilerRu,2025-08-29,
1.8,VladdilerRu,2025-08-30,
3.0,VladdilerRu,2025-09-09,
3.0,VladdilerRu,2025-09-14,
2.0,VladdilerRu,2025-09-19,
6.19,VladdilerRu,2025-09-22,
3.19,VladdilerRu,2025-10-02,
3.1,VladdilerRu,2025-11-06,
3.5,VladdilerRu,2025-11-06,
2.29,VladdilerRu,2025-12-04,
18.3,VladimirChamin,2025-06-26,
13.13,VladimirChamin,2025-06-26,
5.53,Vladimir_Sochi_trading,2025-12-04,
5.0,VoronovaEk,2025-07-23,
4.0,VoronovaEk,2025-07-30,
2.52,Voshodyashiy_trend,2025-11-17,
4.2,VpnAbsolute,2025-08-30,
2.0,VseDengy,2025-07-30,
1.8,VseDengy,2025-09-23,
2.0,VseDengy,2025-09-29,
4.85,VseDengy,2025-10-03,
1.6,VseDengy,2025-10-13,
9.09,W1nnerScalp,2025-11-18,
14.0,WBMarketp1ace,2025-10-13,
27.0,WBMarketp1ace,2025-10-17,
19.09,WBMarketp1ace,2025-11-06,
11.0,WBNovichki,2025-10-30,
30.0,WBNovichki,2025-10-30,
30.0,WBNovichki,2025-10-30,
11.0,WBNovichki,2025-10-30,
20.0,WBNovichki,2025-10-30,
15.0,WBNovichki,2025-10-30,
13.0,WBNovichki,2025-10-30,
27.0,WBNovichki,2025-10-31,
24.0,WBNovichki,2025-10-31,
29.0,WBNovichki,2025-10-31,
11.0,WBNovichki,2025-11-04,
11.0,WBNovichki,2025-11-04,
11.0,WBNovichki,2025-11-04,
12.0,WBNovichki,2025-11-04,
4.0,WBNovichki,2025-11-04,
4.0,WB_Irina,2025-07-21,
31.3,WBvakansiiresumeOzon,2025-11-13,
12.77,WEB3_AGGREGATOR,2025-10-28,
2.0,WatchWithHistory,2025-12-08,
7.0,WatchWithHistory,2025-12-08,
1.8,WatchWithHistory,2025-12-12,
1.8,WatchWithHistory,2025-12-12,
1.8,WatchWithHistory,2025-12-12,
1.8,WatchesDigest,2025-12-12,
1.8,WatchesDigest,2025-12-12,
1.8,WatchesDigest,2025-12-12,
1.8,WeOneAuto,2025-08-30,
3.0,WeOneAuto,2025-09-09,
1.8,WeOneAuto,2025-09-17,
3.01,WeOneAuto,2025-12-14,
40.0,Whale_Friend,2025-12-13,
43.0,Whale_Friend,2025-12-13,
3.47,Whale_Lemon,2025-09-16,
2.04,Whale_Lemon,2025-09-17,
2.63,Whale_Lemon,2025-09-17,
2.38,Whale_Lemon,2025-09-19,
2.0,Whale_Lemon,2025-09-19,
1.0,WinkRussia,2025-08-15,
13.89,WoWTradeWoW,2025-09-17,
2.0,WoWTradeWoW,2025-09-17,
2.0,WoWTradeWoW,2025-09-17,
6.29,WoWTradeWoW,2025-09-19,
2.53,WoWTradeWoW,2025-09-19,
15.55,WoWTradeWoW,2025-11-18,
5.58,WooDoofx,2025-11-25,
4.82,WooDoofx,2025-11-25,
25.0,Work4writers,2025-10-15,
2.2,Wylsared,2025-09-16,
2.2,Wylsared,2025-09-16,
2.0,Wylsared,2025-09-16,
1.8,Wylsared,2025-09-16,
2.0,Wylsared,2025-09-16,
3.15,Wylsared,2025-12-13,
9.0,X10_Movement,2025-11-04,
1.81,Xadija_cake,2025-12-04,
1.81,Xadija_cake,2025-12-04,
1.81,Xadija_cake,2025-12-04,
16.06,Xalskiy,2025-09-26,
2.75,XeliusGroupOfficial,2025-10-13,
1.98,XeliusGroupOfficial,2025-11-17,
3.0,YARAKIRITRADE,2025-07-29,
3.0,YARAKIRITRADE,2025-08-22,
1.8,YARAKIRITRADE,2025-08-29,
1.8,YARAKIRITRADE,2025-08-30,
1.8,YARAKIRITRADE,2025-08-30,
3.0,YARAKIRITRADE,2025-09-09,
3.0,YARAKIRITRADE,2025-09-14,
6.4,YARAKIRITRADE,2025-11-10,
10.0,YakovPartners,2025-09-30,
10.8,YmTransGroup,2025-09-14,
13.01,YmTransGroup,2025-10-06,
2.2,YmTransGroup,2025-12-16,
4.2,YouFastVPN,2025-08-30,
3.19,YouFastVPN,2025-09-03,
4.0,Young_Millionaire_Club,2025-09-10,
2.2,Young_Millionaire_Club,2025-09-11,
1.8,YuGarazh,2025-09-09,
1.8,YuGarazh,2025-09-17,
2.0,YuGarazh,2025-11-13,
3.8,YuGarazh,2025-11-13,
3.6,YuGarazh,2025-11-13,
3.4,YuGarazh,2025-11-17,
1.8,YuGarazh,2025-11-17,
9.0,YunusovArtur,2025-09-16,
