customer_id,age,tenure_months,risk_profile,home_country,tx_id,tx_datetime,channel,mcc,country,amount,device_trust_score,distance_km,attempts_1h,is_night,is_weekend,is_international,avg_amount_7d,std_amount_7d,ratio_to_avg,prev_fraud_30d,fraud
C01477,22,72,mid,US,dc4f79c0-b28a-4273-a87b-cc01cdad6a16,2025-07-14T19:28,ecom,ride_hailing,RU,5740.37,0.948,5.56,0,0,0,1,3534.0,1141.6,1.624,0,0
C01695,70,32,low,RU,4658a72b-1859-4651-965b-ed8a2eddc9c2,2025-06-11T08:04,p2p,electronics,DE,21946.24,1.0,13.32,2,0,0,1,2616.9,625.62,8.386,0,0
C02036,63,108,low,RU,0e9a63d7-6762-4fbe-93a0-f0b99a697514,2025-06-21T17:07,pos,ride_hailing,KZ,891.71,0.931,2.6,0,0,1,1,919.61,253.19,0.97,0,0
C00172,39,56,mid,RU,24b9521e-7230-4580-ad4a-e0b948c6534c,2025-06-28T14:46,pos,fuel,US,1355.45,0.84,1.02,0,0,1,1,4271.1,1110.84,0.317,0,0
C02042,74,10,low,CN,8ca3bff6-c3d9-4d67-b007-3a746c0df407,2025-06-20T10:07,pos,food,RU,844.45,0.406,14.87,1,0,0,1,2010.56,181.8,0.42,0,0
C00100,76,68,low,DE,29aee58f-0943-4f0d-87ba-679fc5f416ba,2025-06-15T02:22,pos,apparel,KZ,3270.27,0.186,2.47,1,1,1,1,2193.97,79.19,1.491,0,0
C00128,59,9,low,RU,1ec67288-ab43-4a62-bae0-d66f8d4ce40b,2025-07-01T03:59,pos,electronics,KZ,3990.88,0.904,7.05,0,1,0,1,2251.89,293.43,1.772,0,0
C00924,75,35,high,DE,54040b86-e35e-4ec6-a5aa-a52ba5a18ce0,2025-06-05T10:12,pos,cash_withdrawal,RU,11987.19,0.852,2.53,0,0,0,1,6090.3,2221.84,1.968,1,1
C01465,37,34,low,RU,866b4312-be07-4836-a8e8-7728e40ef6b8,2025-06-30T04:58,p2p,fuel,RU,14691.47,0.78,7.23,1,1,0,0,2065.16,292.27,7.114,0,0
C00953,66,42,mid,RU,62de3697-c367-4049-af15-8ec41bdd9696,2025-06-13T09:30,pos,apparel,RU,763.12,0.914,14.14,0,0,0,0,4971.0,1243.94,0.154,0,0
C02044,63,59,mid,RU,61875957-d752-42af-8066-2175d2ce5e94,2025-07-04T18:38,ecom,ride_hailing,RU,1737.6,0.768,2.84,1,0,0,0,3878.45,1022.6,0.448,0,0
C00302,42,92,low,TR,a3575b4b-3290-4880-a26b-1c8af63b7ab3,2025-06-18T12:30,pos,travel,RU,4159.37,1.0,8.73,0,0,0,1,1488.42,462.58,2.794,1,0
C01670,28,42,low,RU,ba46bd38-0173-46c3-a002-a9f203ff3662,2025-06-17T04:38,pos,food,RU,636.27,0.969,0.01,0,1,0,0,2261.39,511.31,0.281,0,0
C01855,18,37,high,RU,b637da5d-983e-4d4e-a218-cd33177c802c,2025-06-22T03:04,pos,digital_goods,RU,2795.53,0.913,2.23,0,1,1,0,6265.87,2332.43,0.446,0,0
C02386,28,32,low,RU,a73939a2-7009-4ef7-aadd-79bc96d5db91,2025-07-12T20:46,pos,food,KZ,1313.04,0.286,6.73,1,0,1,1,1636.03,379.87,0.803,0,0
C02165,63,57,high,US,55e7e823-8ab4-4da9-a981-c31e1df5e29d,2025-07-05T04:08,pos,cash_withdrawal,RU,3924.26,0.796,0.32,0,1,1,1,5780.18,2241.01,0.679,0,0
C02291,43,117,low,CN,0c0f057d-a4ee-494e-a291-aa67e258e935,2025-06-16T12:08,p2p,cash_withdrawal,CN,18181.54,0.975,9.47,0,0,0,0,2587.51,383.43,7.027,0,0
C02287,66,29,low,RU,9f594754-f61c-4424-b884-b1279715f907,2025-06-29T00:02,ecom,travel,TR,1466.04,0.866,14.87,0,1,1,1,1830.35,443.91,0.801,0,0
C02059,35,116,mid,RU,4648d74e-a729-400d-9780-a2f472e934a3,2025-06-13T12:49,atm,ride_hailing,DE,5154.19,0.967,33.14,0,0,0,1,3952.1,1575.68,1.304,0,0
C01345,67,22,low,RU,e890badf-1816-4e40-97f4-3c5eec692acc,2025-06-20T18:36,pos,food,RU,517.13,0.811,0.49,0,0,0,0,1501.5,209.4,0.344,0,0
C02375,35,29,low,RU,ca241b35-35a9-43cf-8357-a2936c912bc9,2025-06-25T14:28,pos,fuel,RU,731.81,0.765,10.29,0,0,0,0,1648.88,371.87,0.444,0,0
C02201,70,101,low,RU,62bd53e9-5f6f-4fca-972f-7fe85a9b6dab,2025-07-01T22:11,pos,ride_hailing,DE,1170.67,0.836,2.08,0,0,0,1,2236.18,797.24,0.524,0,0
C01707,23,27,mid,RU,5a50cd93-b233-4c04-9854-81eb45fe60ba,2025-06-09T03:13,pos,ride_hailing,RU,1327.11,0.91,7.96,0,1,0,0,2613.02,1243.53,0.508,0,0
C00849,40,17,high,RU,f474e305-6c23-4aaa-aee2-645d66b9f42d,2025-06-16T05:31,ecom,digital_goods,RU,7831.69,0.957,9.58,2,1,0,0,6206.2,1988.66,1.262,0,1
C01231,28,99,low,KZ,ceecdc8b-4ffa-46a3-a7c6-4901e8a9afac,2025-06-06T04:46,p2p,food,DE,5028.84,0.851,17.15,0,1,0,1,2711.61,218.9,1.855,0,0
C01976,59,51,mid,RU,85a98248-7213-4ec8-b6b7-13d80fb6d76c,2025-06-13T19:21,ecom,travel,RU,8191.31,0.979,10.38,1,0,0,0,3445.22,1036.36,2.378,0,0
C00758,77,118,low,CN,1bcf091d-c9a3-4cfc-bd4f-d03148a7df6f,2025-07-02T10:01,ecom,apparel,US,6094.15,0.872,19.41,1,0,0,1,2811.29,395.36,2.168,0,0
C00937,31,73,low,RU,f42adc7b-bc06-470f-95ff-6c0d5eb2c66b,2025-06-04T17:31,pos,digital_goods,TR,2753.68,0.961,3.0,0,0,0,1,1337.85,644.27,2.058,0,0
C01825,23,101,mid,RU,01de5752-7c8e-448a-8c4a-b5e770232a19,2025-07-04T08:06,ecom,cash_withdrawal,TR,11486.73,0.838,0.13,0,0,0,1,4257.24,921.23,2.698,0,0
C00639,42,46,low,RU,0348de33-1ef0-4d70-b222-9a2ca0a25a41,2025-06-17T09:45,ecom,food,RU,739.87,0.25,0.61,1,0,0,0,2291.91,335.71,0.323,0,0
C01100,74,40,low,RU,7c19e79f-07a0-4e33-887a-b5ae9d0c3197,2025-06-11T10:38,atm,cash_withdrawal,DE,16296.09,0.421,14.01,0,0,0,1,2241.88,502.52,7.269,0,0
C02131,78,66,low,KZ,443e22c7-0aa7-4cb1-8619-a85b00e0bf2e,2025-06-07T10:31,pos,travel,KZ,3871.95,0.91,6.94,0,0,1,0,1994.31,341.58,1.941,0,0
C00459,73,108,low,RU,ab456580-ebaf-42d3-bff7-4a94e84a7e50,2025-06-27T14:18,pos,travel,US,5848.66,0.827,31.66,0,0,0,1,560.85,71.75,10.428,0,0
C00652,21,6,low,RU,c2186660-30cc-49a0-9351-d97ef11de05d,2025-06-12T19:51,pos,digital_goods,DE,1578.71,0.907,0.38,0,0,0,1,1160.71,950.56,1.36,0,0
C00158,61,91,mid,RU,c1130a25-b4ed-408f-8843-eaa47e1ad818,2025-07-03T00:28,ecom,food,RU,1675.49,0.188,24.37,0,1,0,0,4015.06,1168.19,0.417,1,0
C00926,48,62,low,RU,064b0ff9-f3f1-454a-a79f-16474d04bfd2,2025-06-20T17:27,pos,apparel,CN,1292.29,0.887,4.66,0,0,0,1,1661.1,474.28,0.778,0,0
C00522,75,44,low,RU,40e24586-91fb-4ec1-9571-337116e44304,2025-06-17T23:48,pos,travel,RU,4414.16,0.907,3.47,0,1,0,0,1735.99,450.76,2.543,0,0
C02384,25,95,low,RU,47c62f77-a2cf-4ff1-b81f-0bdd61c58426,2025-07-13T21:40,pos,cash_withdrawal,RU,3049.8,0.841,0.91,0,0,1,0,1914.6,442.02,1.593,0,0
C00926,48,62,low,RU,75363be0-356b-4b69-84ef-8f0bc70c1250,2025-06-30T18:36,pos,travel,RU,2670.98,0.878,6.63,0,0,0,0,1393.66,335.54,1.917,0,0
C02177,66,76,low,US,53e72a6f-a599-45f7-a41f-dc98be57d2cd,2025-06-14T23:03,pos,fuel,RU,4560.08,0.01,0.34,0,1,1,1,1820.08,612.51,2.505,0,0
C02351,72,110,low,RU,2359fb59-ccbf-46cc-a0ec-e392fadfc427,2025-06-11T21:14,p2p,ride_hailing,RU,25822.65,0.872,10.57,0,0,0,0,1869.52,495.2,13.812,0,0
C00446,73,24,low,KZ,d842e35c-5e36-44c8-8147-b067eef95484,2025-06-26T13:36,ecom,ride_hailing,RU,9706.49,0.776,2.96,0,0,0,1,2555.2,495.34,3.799,0,0
C00392,39,113,mid,DE,41aa44c4-5789-404b-910f-a3dee2214fc1,2025-06-20T11:25,pos,apparel,US,3954.3,0.221,3.85,0,0,0,1,4277.77,1373.48,0.924,0,0
C00984,68,97,low,US,ab0fcc0b-b3f3-4094-b00d-fb4ad91f6cdf,2025-06-18T23:27,pos,fuel,RU,1864.31,0.844,35.17,0,1,0,1,2554.03,493.6,0.73,0,0
C00073,24,119,low,RU,338de405-3bf9-41d3-9e74-e363c993e5f9,2025-06-09T22:55,pos,travel,US,769.42,0.549,0.18,0,0,0,1,2058.4,536.23,0.374,0,0
C01744,75,70,low,RU,f1e3faf2-9993-4dff-8ce0-934690d4e1cb,2025-07-02T16:11,p2p,ride_hailing,KZ,4871.21,0.931,9.47,0,0,0,1,1745.23,472.78,2.791,0,0
C00993,32,31,mid,DE,599c878f-24c8-4ce8-8f34-ba6c11832138,2025-06-21T04:25,pos,food,TR,725.58,0.88,4.73,0,1,1,1,5043.1,1309.81,0.144,0,0
C01012,18,23,low,RU,6af7b2aa-9894-4a00-aa83-8091f84e4a82,2025-06-04T17:06,atm,food,US,7680.67,0.33,3.01,1,0,0,1,1384.7,221.53,5.547,0,0
C02109,71,14,mid,RU,579f5043-f70c-4ce7-addc-b0c20b3846a4,2025-06-10T03:05,ecom,apparel,RU,2102.92,0.167,0.27,1,1,0,0,3047.85,1192.87,0.69,0,0
C01595,31,51,low,DE,58a5c1e0-337f-4fd2-b26c-53c0cad1645d,2025-06-02T20:46,p2p,digital_goods,US,2701.91,0.288,1.47,0,0,0,1,2474.85,600.98,1.092,0,0
C01470,78,22,low,RU,de789e12-8ce9-4784-9d23-7bf9159befee,2025-06-21T08:28,pos,digital_goods,RU,324.95,0.844,2.01,0,0,1,0,2508.99,352.47,0.13,0,0
C01948,39,22,low,US,7484104c-05af-456f-9516-c3077f226498,2025-06-14T16:38,ecom,cash_withdrawal,DE,37682.22,0.837,26.01,0,0,1,1,2114.92,327.37,17.817,0,0
C01870,63,74,mid,TR,95451e77-141d-4c37-90c2-8936bd4133e6,2025-06-02T22:41,ecom,apparel,KZ,6266.57,0.92,4.29,0,0,0,1,3977.08,1225.93,1.576,0,0
C02144,53,110,mid,RU,6a8f427c-2c1d-4b13-b279-e27192e24f9c,2025-06-11T07:20,ecom,food,US,1849.09,1.0,2.35,1,0,0,1,4049.33,1061.22,0.457,0,0
C00209,67,107,low,RU,7d80d579-2cbb-4730-8f36-f30ea0d132b8,2025-06-14T06:22,ecom,apparel,RU,2535.92,0.203,3.09,0,0,1,0,2434.31,673.21,1.042,0,0
C01874,77,74,mid,RU,559499ae-6b69-4069-b447-46e7e95dd19d,2025-07-07T04:25,pos,digital_goods,US,1090.92,0.061,0.4,0,1,0,1,3147.27,1595.83,0.347,0,1
C00351,26,72,low,RU,28e5c76f-520a-40df-8acd-3c9799a445a3,2025-06-19T05:24,pos,food,US,484.23,0.863,11.52,0,1,0,1,2692.55,618.76,0.18,0,0
C01807,64,62,low,RU,c79d9d94-74bb-4049-8cb1-c8dcab0bd805,2025-06-24T13:56,p2p,travel,RU,3959.07,0.297,1.74,0,0,0,0,2486.91,340.17,1.592,0,0
C01733,66,82,mid,RU,5afb5400-96a8-4c33-a887-40217d287f23,2025-06-11T04:43,p2p,digital_goods,RU,2746.32,1.0,7.6,0,1,0,0,3463.63,796.52,0.793,0,0
C01296,29,16,mid,RU,c05d12ba-1217-403f-b275-43011d84a379,2025-06-12T06:54,ecom,ride_hailing,RU,3296.08,0.966,7.83,0,0,0,0,3656.05,1126.99,0.902,0,0
C01320,59,74,low,RU,a95839b3-f705-4a5a-a84d-4e3932b11a74,2025-07-13T19:41,pos,food,TR,2749.71,0.931,3.13,0,0,1,1,1414.6,173.77,1.944,0,0
C01490,65,23,mid,RU,9776126b-495f-432a-b43b-859ce003ef17,2025-06-20T21:34,pos,travel,RU,3385.69,0.966,1.55,0,0,0,0,3593.93,973.74,0.942,0,0
C00414,20,5,low,CN,5228aa9e-c2c0-4a07-a617-4d12f0a50a79,2025-07-01T12:45,ecom,apparel,TR,2713.14,0.906,10.17,0,0,0,1,2509.45,116.82,1.081,0,0
C02059,35,116,mid,RU,9beae293-5103-4c35-b9c0-d86d8799b54c,2025-06-04T14:53,p2p,fuel,RU,12605.46,0.97,13.24,0,0,0,0,3968.74,1197.3,3.176,0,0
C00475,38,64,high,US,655f25e2-cda2-48bb-8af4-dfae456deb34,2025-06-10T18:26,pos,digital_goods,RU,1865.46,0.994,10.5,0,0,0,1,5587.94,1982.46,0.334,0,0
C00005,36,4,low,RU,334156a6-c6b5-47d7-be60-bfec4f7163b3,2025-06-20T00:00,pos,travel,RU,1490.32,0.937,4.24,0,1,0,0,1553.7,380.02,0.959,0,0
C01720,78,78,high,RU,4b7f71cd-ca6a-4496-9dba-e7f205ca3c69,2025-07-09T15:28,ecom,travel,RU,8789.06,0.183,8.9,1,0,0,0,6208.93,2138.0,1.416,0,0
C00695,64,118,high,RU,b22e54f2-d034-49ae-b389-fe13cae7b6ae,2025-06-29T19:08,pos,apparel,KZ,1702.49,0.783,36.86,0,0,1,1,6449.14,2454.04,0.264,0,0
C01794,52,23,mid,RU,98a301ff-440c-412c-a8df-3d9d834563a2,2025-06-24T12:50,ecom,ride_hailing,RU,6073.78,0.254,20.03,0,0,0,0,4189.33,1083.89,1.45,0,0
C00871,58,38,low,RU,f94cf1ca-ae48-410e-9190-513f86837578,2025-06-20T17:13,ecom,digital_goods,DE,3887.09,0.046,5.59,2,0,0,1,1698.42,567.45,2.289,0,0
C00724,29,37,low,RU,1daecc5a-fd3b-4735-a4ef-686ec6313bc4,2025-06-18T11:59,atm,cash_withdrawal,RU,19107.3,0.865,1.5,0,0,0,0,1790.01,44.43,10.674,0,0
C02358,69,79,mid,TR,d2742ca4-6f49-478c-bc50-b235a23eeece,2025-07-07T00:31,ecom,apparel,RU,2079.65,0.913,1.94,1,1,0,1,3478.61,1249.68,0.598,0,0
C01983,65,68,low,RU,8b99285a-0b90-4dc2-a6c4-8bd8560ed551,2025-06-03T05:59,ecom,ride_hailing,DE,7429.96,0.958,9.79,1,1,0,1,2311.57,455.17,3.214,0,0
C01622,33,116,low,RU,56e7a249-07d5-4d41-a45b-3b66493e2897,2025-06-07T11:59,pos,food,RU,967.53,0.846,3.01,0,0,1,0,2174.8,333.88,0.445,0,0
C01666,68,34,mid,RU,44199614-235f-49aa-920a-a14ef07b1d07,2025-06-30T11:35,pos,ride_hailing,US,1060.41,0.829,1.42,0,0,0,1,4321.65,1125.52,0.245,0,0
C00777,28,60,mid,RU,24ce6a04-b57d-4051-ab53-e651dfc0257f,2025-07-08T10:27,ecom,cash_withdrawal,KZ,3768.33,1.0,4.88,1,0,0,1,3525.66,779.34,1.069,0,0
C02370,45,110,low,RU,ede9dddc-affc-4cfe-8eaa-2a8a89b9ba8a,2025-07-04T12:21,pos,travel,US,2040.17,0.934,26.02,1,0,0,1,1062.49,712.99,1.92,0,0
C01340,79,113,low,RU,7aecf0ca-bf74-46c9-9572-462819a5157d,2025-06-28T09:32,ecom,digital_goods,RU,4118.33,1.0,7.23,0,0,1,0,2170.47,290.73,1.897,0,0
C00135,19,52,low,RU,0b9cf6f7-30eb-4b1a-b659-8c0380153e3e,2025-07-05T02:35,pos,food,RU,1595.46,0.97,1.02,0,1,1,0,191.48,10.5,8.332,0,0
C02017,22,84,high,CN,09f87339-9e74-4640-bb1b-baf0d0bad531,2025-06-11T01:42,ecom,travel,RU,2427.09,1.0,11.05,1,1,0,1,5742.63,2090.11,0.423,0,0
C01583,21,25,low,RU,57cb8c02-955c-4544-8bf5-29c22c2815e2,2025-06-13T12:44,ecom,ride_hailing,RU,5226.19,0.918,21.48,0,0,0,0,1582.66,332.21,3.302,0,1
C00686,47,92,low,TR,2a1060cb-1d94-42cb-99dc-99b9866141cd,2025-07-14T06:26,ecom,food,RU,3409.06,0.379,7.92,1,0,0,1,2234.91,365.04,1.525,0,0
C01419,48,8,mid,RU,fbe3df81-fe25-4ff9-b16f-5c6386d780f6,2025-06-22T14:17,pos,ride_hailing,RU,1434.82,0.878,2.55,0,0,1,0,2835.35,1190.6,0.506,0,0
C00487,63,114,low,RU,4b5277b0-20fb-447c-8b32-de739b04a95c,2025-06-26T19:46,atm,food,RU,1439.94,0.908,0.33,0,0,0,0,1289.67,352.36,1.117,0,0
C01743,29,104,low,US,acdefe01-95ad-471d-bfd1-009924704fd9,2025-07-05T00:24,atm,food,CN,10084.74,0.886,3.45,2,1,1,1,2124.13,661.46,4.748,0,1
C01602,28,14,mid,RU,6fc284ed-d407-4c3b-92f1-35ca81eff40d,2025-06-09T21:09,ecom,ride_hailing,RU,4737.01,0.942,0.71,2,0,0,0,3377.65,1152.2,1.402,0,0
C00022,52,93,mid,US,338e694f-0af8-4f29-93b0-66d22a00eb56,2025-06-08T15:33,pos,cash_withdrawal,DE,4878.48,0.06,50.12,0,0,1,1,5302.52,1010.07,0.92,0,0
C01061,62,29,low,RU,b3c4536e-faa3-4628-adc1-a6e9db842cb3,2025-06-06T22:13,ecom,apparel,RU,1422.1,0.841,15.4,1,0,0,0,2113.09,307.86,0.673,0,0
C00626,38,85,high,DE,cd16afe9-759f-403a-84f4-3176bfa38d01,2025-07-06T12:18,ecom,ride_hailing,RU,4440.06,0.911,0.2,1,0,1,1,6074.16,2143.51,0.731,0,0
C00114,71,47,low,RU,e15faa19-e8af-43a4-bdd0-2159a59de5fd,2025-07-07T11:59,pos,food,RU,1230.38,0.84,8.29,0,0,0,0,2184.76,558.09,0.563,0,0
C00971,28,4,low,RU,0e975a2c-c6db-4bea-bdd1-7b7a8205831e,2025-07-13T12:12,pos,food,RU,2669.99,0.882,6.83,0,0,1,0,2806.09,594.79,0.951,0,0
C01408,50,12,low,RU,f299cf64-5230-4a94-8ca7-7491747e6396,2025-06-02T04:59,ecom,ride_hailing,DE,7868.56,0.961,0.23,0,1,0,1,3098.86,786.24,2.539,0,0
C02439,63,64,low,TR,e2e1ca70-5082-4f87-99c9-78b7b3e567ed,2025-07-05T05:00,pos,fuel,TR,740.45,0.951,20.93,0,1,1,0,2433.5,136.51,0.304,0,1
C00769,40,84,low,DE,a406ef83-d4e2-499d-801c-bcf487c479cb,2025-07-06T06:26,pos,food,RU,1254.15,0.923,1.87,0,0,1,1,1997.73,442.93,0.628,0,0
C00589,44,65,low,RU,b90a3913-5f1a-42d4-8bf0-73d901ee2049,2025-07-09T12:21,ecom,digital_goods,KZ,3853.52,0.942,25.16,0,0,0,1,903.48,367.97,4.265,0,0
C02433,31,57,low,RU,687d3eab-fbdc-4c0c-8536-6ad754564f6a,2025-07-12T08:52,ecom,cash_withdrawal,RU,7376.22,0.748,11.88,0,0,1,0,1938.38,347.78,3.805,0,0
C00917,74,70,low,RU,978a1eb4-17c8-4283-8300-639d0e8bc8ab,2025-06-06T20:27,ecom,food,RU,3873.62,0.894,0.38,0,0,0,0,1845.89,436.03,2.099,0,0
C02020,21,109,mid,RU,42524d20-1c3d-4447-817f-7438eb2276fa,2025-06-03T04:11,pos,food,RU,2763.21,0.92,7.32,1,1,0,0,4309.61,613.57,0.641,0,0
C02285,66,23,low,RU,5befce05-bb7f-4769-a6b1-e9e2be3868a8,2025-07-12T18:16,pos,fuel,RU,1831.01,0.008,12.38,0,0,1,0,1617.78,249.23,1.132,0,0
C00434,37,107,low,KZ,5c5dddc9-b4ad-4109-b42d-4dd7f8fc29f1,2025-07-08T16:31,atm,ride_hailing,RU,10064.48,0.216,0.82,0,0,0,1,2882.67,402.61,3.491,0,0
C01170,35,28,low,KZ,b1c9ce0b-869a-4ccf-ba2b-06a3a2f30be7,2025-07-15T10:57,pos,food,DE,2370.57,0.021,7.93,0,0,0,1,2396.34,371.13,0.989,0,0
C01574,62,64,mid,RU,4f9f175b-45f7-4141-a4b5-15f590e4ef27,2025-06-03T13:22,pos,electronics,KZ,1686.16,0.876,0.78,0,0,0,1,3577.74,876.74,0.471,0,0
C01981,60,101,low,RU,f42bab92-d351-4454-ad5d-3241b45dba11,2025-06-04T13:32,pos,travel,CN,833.63,0.019,14.48,0,0,0,1,1886.21,340.16,0.442,0,0
C01757,49,28,low,RU,dce11c9c-d88b-4b2e-8e7a-4c58443c496a,2025-07-12T00:58,atm,food,US,3488.07,0.411,8.65,0,1,1,1,1929.06,735.89,1.808,0,0
C01405,69,82,low,RU,dd524771-6a1e-44eb-865a-9856b3ed4540,2025-06-27T14:50,pos,fuel,RU,1243.32,0.267,12.43,0,0,0,0,1337.52,153.37,0.93,0,0
C01637,22,76,mid,RU,23295cd7-8870-4d53-accf-491d82b98469,2025-07-09T02:01,ecom,cash_withdrawal,RU,9151.53,0.874,10.35,0,1,0,0,5234.22,1321.63,1.748,0,0
C02387,78,32,low,RU,3dd86217-65b4-4652-b83a-467c64f67926,2025-06-05T00:18,ecom,cash_withdrawal,RU,12804.65,0.931,25.39,0,1,0,0,2069.87,385.1,6.186,0,0
C01071,55,119,low,DE,e85d1e05-6d3d-4ef0-bbb9-b3d965c26f4b,2025-06-03T05:16,p2p,food,KZ,8980.72,0.949,13.9,0,1,0,1,1773.1,340.21,5.065,0,0
C01849,26,15,low,RU,d32322e8-5cad-4c82-b301-f9e329dbbde4,2025-07-13T11:36,pos,cash_withdrawal,RU,18473.99,0.988,22.63,0,0,1,0,3162.96,586.25,5.841,0,0
C02430,58,113,low,KZ,347bffc0-b3f8-4af3-93b2-cb7a3357780c,2025-07-02T20:58,pos,food,DE,1303.73,0.335,8.29,1,0,0,1,2209.43,265.89,0.59,0,0
C00715,64,6,low,RU,1f2f9c02-1033-4cec-8e12-ed81d3b0023d,2025-07-09T22:52,pos,digital_goods,RU,4198.21,0.875,0.17,0,0,0,0,1549.28,426.05,2.71,0,0
C01348,72,62,low,RU,ede5b36d-a300-4854-ab33-176e57627f9d,2025-06-15T03:33,ecom,food,RU,2117.55,0.948,5.67,1,1,1,0,2322.85,427.79,0.912,0,0
C02125,41,57,low,KZ,3eb60894-a49f-4e71-9240-9ca8cb8b4243,2025-06-07T01:31,ecom,travel,RU,4521.3,0.266,0.64,1,1,1,1,3112.44,130.27,1.453,0,0
C00143,68,55,low,US,16797f38-f8e9-4e59-ad48-e616eb5db297,2025-06-18T16:16,pos,cash_withdrawal,RU,30253.45,0.916,16.2,0,0,0,1,1485.07,271.1,20.372,0,1
C00192,45,52,low,RU,fd1d1a2b-9b11-42dd-9c7d-33f6b41d9dcb,2025-06-13T04:08,ecom,digital_goods,US,6314.7,0.937,3.64,0,1,0,1,2247.15,455.62,2.81,0,0
C01220,38,26,mid,RU,1a180b17-e024-4853-a63d-1d210c4aa05d,2025-06-15T01:47,ecom,food,DE,4732.42,0.733,6.33,1,1,1,1,4630.26,670.77,1.022,0,0
C01682,35,89,low,RU,9b4e0288-c779-455c-839c-0a7da1dd8ebd,2025-07-12T15:35,pos,cash_withdrawal,RU,17728.05,0.951,4.16,0,0,1,0,1969.89,150.26,9.0,0,1
C01943,77,103,low,US,664221ad-f70e-48d8-88a7-a46dbb80071e,2025-07-10T22:22,pos,cash_withdrawal,DE,28098.63,0.917,6.48,0,0,0,1,2875.83,641.74,9.771,0,0
C01518,47,25,mid,CN,9384dc23-54ad-4e85-b934-8c400ce1957a,2025-06-27T17:09,p2p,electronics,KZ,10378.91,0.884,5.97,0,0,0,1,4430.47,970.66,2.343,0,0
C01486,21,69,mid,RU,fce62ab9-5713-4e7d-8812-30e3c1de1fc4,2025-06-21T13:45,pos,food,RU,898.44,0.87,43.63,0,0,1,0,3623.06,1436.19,0.248,0,0
C01785,58,53,low,US,5421dbb5-8961-416d-94e0-f8d7ea48cb7e,2025-06-25T04:27,pos,cash_withdrawal,RU,17650.6,0.967,2.95,0,1,0,1,2229.72,707.6,7.916,0,0
C02389,22,104,mid,TR,83a9b09b-4a68-4b85-8346-084b725a1a05,2025-07-06T08:29,ecom,travel,CN,9361.23,0.783,8.01,0,0,1,1,4948.1,1641.55,1.892,0,0
C01316,57,96,low,RU,f7eb8995-88c5-4f32-84a7-fdeacab112bc,2025-06-30T21:48,ecom,electronics,RU,1936.1,0.979,16.1,0,0,0,0,2244.31,314.45,0.863,0,0
C02335,67,4,low,DE,6e0b1d19-ad99-49d5-886f-d3be10baae2d,2025-06-09T14:46,pos,food,RU,960.37,0.859,7.86,0,0,0,1,2093.34,352.49,0.459,0,0
C01483,32,74,low,RU,8e562281-29ff-4e9a-aba0-7aff61f84f16,2025-06-04T05:26,pos,digital_goods,CN,1089.42,0.899,12.3,0,1,0,1,1681.16,273.28,0.648,0,0
C01170,35,28,low,KZ,1477f803-da26-44dc-9e04-656c7b2dc92b,2025-06-20T17:50,ecom,cash_withdrawal,CN,34316.26,0.813,3.86,0,0,0,1,2323.56,663.45,14.769,0,0
C00730,54,114,low,KZ,66a3b70d-3c60-4204-abd9-1d717942b73a,2025-06-30T04:53,ecom,digital_goods,KZ,5733.4,0.914,9.61,0,1,0,0,2154.51,158.44,2.661,0,0
C01856,64,69,low,KZ,10130f27-26f5-49fb-b185-8459ffc78d43,2025-07-14T18:25,ecom,food,RU,6610.87,0.968,9.52,1,0,0,1,2751.66,240.27,2.403,0,0
C00922,18,86,low,RU,d6d0da1f-5b6a-404c-9802-fc222ca1f763,2025-07-12T06:45,ecom,travel,DE,5379.41,0.939,18.55,1,0,1,1,1979.29,390.27,2.718,0,0
C01013,59,74,low,CN,3225a0b6-146f-49b7-9909-0e79296079ee,2025-06-07T05:29,ecom,apparel,KZ,7587.26,0.889,3.79,1,1,1,1,1916.03,474.08,3.96,0,1
C00256,51,34,low,RU,91747249-7728-40de-99f6-c43b435f469c,2025-06-07T20:17,pos,digital_goods,RU,3637.47,0.352,0.57,0,0,1,0,1482.95,352.62,2.453,0,0
C00174,35,83,mid,DE,18a3ac4d-3b0a-4600-a4bc-956e0d2cbd73,2025-06-10T16:53,pos,fuel,US,1840.27,0.935,0.74,0,0,0,1,4408.93,1096.46,0.417,0,0
C00684,49,55,low,RU,f70384dc-1948-462d-a7ab-474c01631b5c,2025-06-25T06:29,atm,food,US,14086.07,0.987,13.2,0,0,0,1,1878.35,154.65,7.499,0,0
C02363,62,42,low,DE,48cdc80b-fe6e-43bf-9c44-75fc2eb0c8a5,2025-06-11T01:05,ecom,fuel,RU,1360.85,0.441,0.13,0,1,0,1,1679.61,162.32,0.81,0,0
C00722,44,46,mid,RU,a5effc80-0494-41f9-be9b-b7495e016402,2025-07-14T10:25,pos,food,RU,1411.24,0.845,2.89,2,0,0,0,4851.21,1164.52,0.291,0,0
C00670,72,71,low,RU,800f0630-5857-4c46-bc62-2a35a8bdabd9,2025-06-28T15:57,p2p,food,RU,8031.59,0.877,15.42,0,0,1,0,1694.14,188.97,4.741,0,0
C00272,45,47,low,RU,a6a9d999-c5fe-4231-8ee4-7810ef8a7b48,2025-06-11T09:18,ecom,fuel,RU,2544.69,0.891,15.86,0,0,0,0,2119.97,163.18,1.2,0,0
